author,authorLink,content,forward,forward,comments,fabulous,time,source
本溪发布厅,https://weibo.com/1972597521?refer_flag=1001030103_,【确保全市春耕备耕工作有序有力有效开展】日前，市农业农村局努力克服疫情带来的各种困难，采取有力措施，保证我市春耕备耕生产工作有序、有力、有效开展，为我市农业春播生产和增产丰收打下扎实基础。进入2月份，这个局第一时间召开党组会，专题研究部署春耕备耕工作，对各县区农业部门立即下发了《关于不误农时切实做好春耕备耕工作的通知》，要求各县区提高思想认识，克服防疫期间困难，立即动手，做好牵头组织、供需监测、技术服务、质量监管、农业执法等工作，高质量开展春耕备耕工作。为确保春耕备耕货源充足，这个局加强农用物资调度。受疫情影响，部分地区农业生产保障物资运输受阻，该局就积极协调相关县区做好农用物资调运，保证道路运输畅通等工作，落实“绿色通道”政策，切实保障农业生产物资正常流通。加强农资供需情况监测，实行春耕备耕生产周调度制度。目前，全市春耕种子需求量1080吨、化肥需求量38000吨、农药需求量440吨、农膜需求量479.3吨，春耕物资需求量和备实量与往年基本持平，下摆顺利。今年我市农用物资货源充足、品种齐全、质量可靠，能够满足春耕生产需求。同时，加强技术服务，提供科技备耕保障。疫情防控期间，市农业农村局、市农业综合发展服务中心成立技术指导组到全市设施农业基地进行现场技术指导，帮助加强水肥管理，安全用药，在确保产量的同时，保障农产品质量安全。充分运用电话、微信、网络，开展在线培训、在线指导、在线答疑，为农户指导西红柿叶霉病、灰霉病、茎枯病，黄瓜日灼病、茎基腐病等病虫害防治方式方法，减少农民经济损失。截至目前，全市共开展各类技术培训班190余次，培训人员1.5万人次，发放资料2.5万份；检修农机具2.6万台，秋翻整地4万亩。 ,,,,,5秒前,微博 weibo.com
安徽发布,https://weibo.com/3011694992?refer_flag=1001030103_,#众志成城安徽抗击肺炎#【安徽省对疫情防控先进典型开展及时性表彰】抗疫一线的典型，发现一个表彰一个；市级先进个人按公务员奖励二等功标准发放一次性奖金；县级先进个人按公务员奖励三等功标准发放一次性奖金……安徽省新冠肺炎疫情防控应急指挥部办公室、省人力资源和社会保障厅、省卫生健康委员会下发通知，要求做好安徽省疫情防控先进典型的及时性表彰工作，为投身疫情防控阻击战的各条战线工作人员加油鼓劲。本次及时性表彰坚持少而精原则，注重向基层一线和重点防控地区倾斜，主要面向在医疗救治、疫苗研发、基础预防、物资援助、抢建设施、舆情应对、社会稳控等方面表现突出、成绩显著、事迹感人的突出典型，以各地市委、市政府或县委、县政府名义进行表彰，不采取名额分配、层层推荐。根据有关规定，以市委、市政府和县委、县政府名义表彰的先进集体不发放奖金，先进个人分别按公务员奖励二等功和三等功标准发放一次性奖金，所需经费纳入同级财政预算，此次及时性表彰不占本地区本年度表彰计划数量。 ,,,,,5秒前,微博 weibo.com
湖南消防,https://weibo.com/2648904693?refer_flag=1001030103_,#消防蓝朋友#疫情期间，蓝朋友每天都在坚持锻炼，增强免疫力@怀化消防 L湖南消防的微博视频,,,,,5秒前,微博 weibo.com
無二家的小仙女,https://weibo.com/5979694947?refer_flag=1001030103_,疫情接近尾声 但依然要做好消毒措施 和防疫准备無二咖啡正式上班啦我们来安安静静喝个咖啡吧 2东港市,,,,,5秒前,荣耀20 PRO
温江寿安镇,https://weibo.com/3173020171?refer_flag=1001030103_,【社区如何防控新型冠状肺炎传播】在新型冠状病毒肺炎流行的时期，社区防控就是防止疫情扩散蔓延的第一道防线。要守住这道防线，街道和社区应做到5点。L红星视频的秒拍视频,,,,,5秒前,微博 weibo.com
当代广西杂志,https://weibo.com/1863222751?refer_flag=1001030103_,【痛心！广西来宾55岁民警抗疫牺牲，同事：交接班他都是提前十几二十分钟到】2月22日，广西来宾的55岁民警赵富恒在凌晨结束抗疫工作后，回到家中因身体不适到医院就医，经救治无效，当天下午逝世。此前，他主动请缨参加疫情防控在一线值守。同事说，工作的时候他都会提前一二十分钟来防疫执勤点，做好交接工作。在工作中，他也总是时时刻刻抢在前面。 O网页链接 ,,,,,8秒前,360安全浏览器
定西交通广播,https://weibo.com/6619289680?refer_flag=1001030103_,#疫情阻击战 定西在行动# 【国家发改委：#目前还达不到口罩要多少有多少#】国家发改委社会司司长欧晓理表示，现在马上要达到口罩要多少有多少的状况是不现实的。所以#科学按需使用口罩#，减少不必要的浪费，在当前很有必要。我们注意到有的人日常居家的时候也戴着N95口罩，有的人一天也接触不到一两个人也是1小时换一个口罩。这完全没有必要。我们呼吁每个人在科学做好自身防护的同时，都要肩负起科学节约使用口罩的责任。@环球网 ,,,,,8秒前,微博 weibo.com
健康中国,https://weibo.com/2834480301?refer_flag=1001030103_,#健康发布# 【截至2月24日24时新型冠状病毒肺炎疫情最新情况】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例，新增死亡病例71例（湖北68例，山东2例，广东1例），新增疑似病例530例。当日新增治愈出院病例2589例，解除医学观察的密切接触者15758人，重症病例减少789例。截至2月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例47672例（其中重症病例9126例），累计治愈出院病例27323例，累计死亡病例2663例，累计报告确诊病例77658例，现有疑似病例2824例。累计追踪到密切接触者641742人，尚在医学观察的密切接触者87902人。湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。累计收到港澳台地区通报确诊病例121例：香港特别行政区81例（出院19例，死亡2例），澳门特别行政区10例（出院6例），台湾地区30例(出院5例，死亡1例)。 , 467, 467, 936,6877,今天08:54,微博 weibo.com
闪电新闻,https://weibo.com/6166805925?refer_flag=1001030103_,#山东战疫# #山东疫情防控最新情况# #枣庄身边事# 【2月25日0时-12时，枣庄市无新增新冠肺炎确诊病例，治愈出院1例】2020年2月25日0时-12时，枣庄市无新增新型冠状病毒肺炎确诊病例，治愈出院1例（滕州市）。出院病例（24号确诊病例），陈某，男，17 岁，家居滕州市荆河街道问天广场。2月10日出现发热，11日到滕州市中心人民医院发热门诊就诊，12日入滕州市中心人民医院隔离观察治疗，14日诊断为新冠肺炎确诊病例，15日转入济宁市传染病医院治疗。经精心救治，并由专家组评估，符合出院标准，于今日出院。截至2020年2月25日12时，枣庄市累计报告新型冠状病毒肺炎确诊病例24例（滕州市5例、薛城区4例、山亭区4例、市中区5例、峄城区5例、台儿庄区1例），其中已治愈出院20例（滕州市5例、薛城区3例、山亭区3例、市中区5例、峄城区4例），正在定点医院隔离治疗4例。追踪到密切接触者913人，已解除医学观察870人，尚有43人接受医学观察。 ,,,,,3秒前,微博 weibo.com
FM1031济南交通广播,https://weibo.com/1967926223?refer_flag=1001030103_,精准战“疫”！湖北、北京以外地区以县域为单位划分低中高三类风险等级今天举行的国务院联防联控机制定新闻发布会，介绍了科学防治精准施策分区分级做好疫情防控工作情况。会上， 国家发展改革委社会司司长欧晓理介绍， 当前，各地疫情发展态势不尽相同，如果仍然以省级为单位来开展工作，不仅防控措施缺乏针对性和科学性，也会影响经济社会秩序的恢复，因此需要分类指导，精准施策。所谓分区分级精准复工复产，就是对湖北省、北京市以外的地方，依据疫情严重程度以县级为单位划分为低风险地区、中风险地区和高风险地区。 ,,,,,4秒前,HUAWEI P30 Pro
合肥网警巡查执法,https://weibo.com/5608477794?refer_flag=1001030103_,肥•2020，亥庚更迭，农历正月，喧嚣不再是这个城市的音符！疫情之下，有这样一群人，他们坚守岗位竭尽全力，守护着城市里这份特殊的“安静”，@合肥庐阳交警 用镜头记录下这些普通人抗击疫情的微光瞬间，平凡的人，却有着不平凡的力量！我们相信，点点微光终将照亮并驱散阴霾！L合肥庐阳交警的微博视频,,,,,4秒前,正能量 · 视频社区
欢乐常平,https://weibo.com/2375635540?refer_flag=1001030103_,【95后警察袁语：以笔为戈 画出国门战“疫”点滴】“疫情在前，我们向前；疫情不退，我们不退！” 日前，东莞出入境边防检查站发布了一组漫画，记录了国门守卫者抗疫的感人瞬间，展现了广大民警面对疫情迎难而上、团结一致的精神风貌，同时也向社会传递一个个发生在国门前的温暖而有力量的故事。这组漫画的原创者正是东莞出入境边防检查站执勤一队民警袁语。袁语介绍，这些画都是以东莞出入境边防检查站先进人物代表为原型进行创作，目的是展现移民警察在疫情面前毫不退缩、不畏艰辛的精神风貌，在共同抗击疫情中凝聚人心和鼓舞士气。 ,,,,,4秒前,360安全浏览器
中国开封SOS儿童村,https://weibo.com/2480678490?refer_flag=1001030103_,开封市民政局领导再次牵挂并助力儿童村疫情防控工作自新冠肺炎爆发以来，开封市民政局党组高度重视儿童福利机构的疫情防控工作，特别是局党组书记、局长薛冬，时时牵挂着儿童村的孩子与职工的生命健康和安全，为帮助儿童村做好疫情期间的防控工作，四处求援，八方筹措防控物资，全力指导和助力儿童村打赢这场疫情防控阻击战。2月24日，开封SOS儿童村村长王睿莉再次收到来自市民政局办公室的电话，“薛局长特别牵挂儿童村的防控，又给你们协调到了84消毒液，抓紧派车来局里拉吧！”话语不多，温暖无限……正是有上级领导的关怀和及时帮助，儿童村干部职工更增加了一份抗击疫情必胜的信心，孩子们更多了一份安全的保障。王睿莉村长带领儿童村全体人员，将市民政局领导的殷切关怀，化为全力做好疫情防控工作的积极动力，为坚决打赢疫情防控阻击战而持续战斗。 ,,,,,4秒前,360安全浏览器
SmileGirl跟着感觉走,https://weibo.com/3847264533?refer_flag=1001030103_,#上海的樱花开了#门口的樱桃树开花了～在蓝天白云阳光下，好美，好香～想家了……#疫情赶紧过去吧# 在这春暖花开的时节，我们有太多的事情要去做……,,,,,4秒前,小米5X 拍人更美
无心简影,https://weibo.com/5564927603?refer_flag=1001030103_,韩国总统文在寅今天下午访问了韩国疫情最严重的大邱，并表示：要阻止新冠肺炎疫情的地区内扩散和地区外扩散，问题在于时间和速度，要在本周内使确诊患者增加数出现拐点。,,, 25,65,4秒 转赞人数超过60,微博 weibo.com
安庆新闻网微博,https://weibo.com/3513859023?refer_flag=1001030103_,5秒前  来自 专业版微博,,,,,5秒前,专业版微博
