no,comments
1381,质量很好，密封好，不漏水，泡茶操作很方便。
1382,质量很好，密封好，不漏水，泡茶操作很方便。
1383,质量很好，密封好，不漏水，泡茶操作很方便。
1384,杯子还行，就是有点细长了，粗些就好了
1385,晶莹剔透、滴水不漏，完美感受。
1386,质量可以，就是不怎么保温。
1387,有一种高大上的感觉，马上泡一杯好茶，原汁原味啊
1388,杯子挺好看的，泡茶就是网眼有些小，茶水不大好出来，好评
1389,还行，有点单薄，用着还不错
1390,此用户没有填写评论!
1391,很好用。密封性好，又容易清洗。
1392,杯子很理想，给个好评，干尸介绍的一样！
1393,杯子还可以，就是过滤网下水太慢
1394,整体不错！细部做工不精细&hellip;
1395,方便实用。茶水量合适。
1396,上下两个盖子，很方便
1397,看着非常好，大小也好，等用了再追评！好评！
1398,还可以。但是同事说这个咋像老年杯。哈哈哈哈哈
1399,嗯，不漏水，开水倒进去也不会涨到打不开杯子
1400,杯子挺好的，试了一下密封性很好，也不烫手。物流也很快，非常满意。
1401,东西不错，质量杆杆的
1402,不错，很喜欢。
1403,挺好的。。。。。
1404,不错  质量很好  两面都能用  客服也好说话
1405,第二次购买了，店家物品质优价廉，服务好，愉快的购物。
1406,杯子挺好的，保温效果一般般
1407,太容易打烂了
1408,好产品，喜欢喝茶的你值得拥有。
1409,用着还挺好的，如果有保温功能就牛了
1410,漏水啊 质量真的差 刚收到试了一下漏水 好烦
1411,挺好的，送给爸爸，目前还未使用，不过质量挺好
1412,还行吧！冬天用不是太合适，水凉的太快！
1413,还行吧！冬天用不是太合适，水凉的太快！
1414,此用户没有填写评论!
1415,双面开口没必要。茶仓侧开口就够了。
1416,和图片不一致，希望大家平心而论
1417,非常不错，比我见过的杯子都霸气。
1418,还行
1419,容量不大，适合泡铁观音，很好很方便
1420,此用户没有填写评论!
1421,样式非常漂亮，茶罐一侧有漏水，联系客服非常愉快的补发一套胶圈。好评
1422,真不错，方便，试了几次没漏水
1423,看着质量很好，物理也快！待用过后再评价吧！
1424,我还以为是保温的呢，行吧，是我想多了&hellip;
1425,漏水 倒上热水更漏的厉害  从来不给差评 这次破例了
1426,携带比较方便，茶水凉的有点快。
1427,杯子没问题 就是太慢！准备送人的 耽误事儿！
1428,很好用，不错哦，值得拥有
1429,收到货打开挺好的是我想要的东西
1430,挺不错的杯子，自己用的好，买给父母用的！
1431,满意
1432,相当不错 质量好 颜值高 价格也不贵
1433,相当满意的杯子，喝茶非常舒服，设计理念完美
1434,此用户没有填写评论!
1435,送给老公的！质量还行吧！
1436,此用户没有填写评论!
1437,杯子不错，质量也很好，细节方面还带提高。
1438,质量不是一般的差
1439,材质一般发货快
1440,货收到了，感觉不错，马上再购一个给老婆用。
1441,很不错 如果能保温就更好了
1442,此用户没有填写评论!
1443,不错  很新颖  就是茶漏那在设计大一点就好了
1444,送人的，看着还是不错的，用了再评价
1445,很好用，很适合办公室泡茶用。
1446,很好的茶杯，值得拥有。
1447,真是好杯子，喝茶太方便了。
1448,用了几天，确实不错，高大上
1449,挺好的，在办公室泡茶什么的，很方便。
1450,还行，这个杯子设计的很有个性
1451,感觉一般，一个人一个想法吧，我觉得是一般
1452,12/12買69元，如果12/19買54元，不會再來購物，感覺受騙！￼￼
1453,其他挺好，手柄会松动
1454,很好用，容量够大，泡茶很方便
1455,质量很好，清洗也方便
1456,保温效果一般
1457,密封性能好，不漏水，好用
1458,确实方便，确实上档次，很满意的一次购物！
1459,杯子不错，没有异味儿，物流速度快，快递小哥送货到家。谢谢！祝生意兴隆5⭐️
1460,相当不错，大小正合适！
1461,很实用的一款杯子，外观给人一种舒适的感觉，喜欢
1462,产品相当好，用起来相当舒适，客服服务一流，下次继续买
1463,东西不错 挺好的 符合要求
1464,橡胶圈有时候容易掉
1465,收到杯子就试用了，滴水不漏。很漂亮，全五星。
1466,价格合理，服务周到，诚信商家，就是快递公司太慢了。
1467,茶杯很好，很实用，东西买对了
1468,杯子质量很好。喝茶很实用。
1469,杯子很不错， 高大上， 买来送客户的，很不错
1470,嗯 试过了 确实摔不碎！哈哈
1471,挺好用的，泡茶也挺方便的
1472,还没使用，看上去有点复杂，担心漏水。
1473,还可以，还不错，比想象中小了一点，应该买大一点的
1474,货好，质量很好，就是买小了，推荐500毫升的，好评。
1475,杯子挺好的   简洁  双层玻璃     玻璃握把   茶仓漏孔细小均匀 泡茶泡养生东西的不二之选     如果你还在考虑买什么杯子性价比高     就选这款就可以了    还有担心会不会漏水的，我用了三天   每次都是高温热水倒进去   没有发现漏水情况   可以放心👍
1476,东西不错，大小刚刚好。好评
1477,东西确实不错，值得买。
1478,东西不错，不漏水，用着看看
1479,被子还行吧，要拧的非常紧才不会漏，颜值还好
1480,此用户没有填写评论!
1481,如果带保温就更好了
1482,给男朋友买的，他很喜欢
1483,东西已收到，十分满意。
1484,宝贝收到刚试了一下挺满意的
1485,很好就是不保温
1486,很好，不漏水，盖子也不会很紧拧不开
1487,此用户没有填写评论!
1488,好用！老公一个我一个！
1489,还不错 老公挺喜欢的
1490,此用户没有填写评论!
1491,挺适合办公用的
1492,杯子好看也好用
1493,我己是第三次购买了，一如既往的好
1494,此用户没有填写评论!
1495,到手就用了，还真不错，比我想象的好多了！
1496,东西收到了很不错
1497,这个价钱值得购买。
1498,这个价钱值得购买。
1499,给家人买的，说很方便很好用，开心！
1500,一般般吧，没那么好
1501,老公用着说很好
1502,老公说杯子不错
1503,质量非常好，大小正合适
1504,高大尚，很潮
1505,不怎么保温
1506,刚到 试试效果
1507,好的不行，满足了我对茶杯的所有要求
1508,和预期一样
1509,还不错，挺有分量的
1510,和期待中的一样一样的，很好啊！好评！
1511,老妈还算满意
1512,好用，方便
1513,挺好的，没有异味，泡茶方便
1514,还行吧，爱人喜欢
1515,非常漂亮
1516,服务很好，第二次买了，老爸和客户都很喜欢
1517,制质量挺好
1518,老婆很喜欢
1519,还好，送男生的
1520,老公很喜欢！
1521,此用户没有填写评论!
1522,很喜欢，是心目中想要的样子。
1523,杯子收到了 质量特别好  服务态度也超好
1524,一如既往的好下次还再来。。
1525,此用户没有填写评论!
1526,杯子还行
1527,还不错，挺划算的，使用很方便！
1528,挺好用的，装茶叶的地方有点小。
1529,比较人性化，而且真的不漏水
1530,东西很棒
1531,东西不错
1532,此用户没有填写评论!
1533,很好用，要有再大点的就好了
1534,拿到就用上，不漏，给个赞👍
1535,老爸说行
1536,不得不说，漏水啊，热水一进去就漏水啊，漏水啊。
1537,这个杯子不行，翻转的时候另一面的盖子会喷出来的！盖子根部扭不紧！真心不是一款好杯子。
1538,非常非常好，高端大气上档次
1539,我可能不太幸运 我的漏水 哎～
1540,喜欢，好看，实用。
1541,用了几天了感觉还不错很好
1542,宝贝不错，质量很好不漏水，物流快，好评。
1543,／美观大方，不错
1544,质量很好，不漏水，值得推荐。服务优！
1545,颜值很高，用一段时间看看
1546,总体还行    希望用的久一些
1547,非常满意的一次购物
1548,此用户没有填写评论!
1549,杯子质量可靠，快递非常快！
1550,刚收到，回头再来评论
1551,第二次回购了，还会回购的
1552,不错，正是老公想要的。
1553,杯子质量相当不错，很喜欢
1554,宝贝不错
1555,第二次购买了，好用！！！
1556,已经泡上了 挺不错
1557,还可以、有更大的就更好了
1558,已经到货，速度很快，杯子很满意
1559,发货速度挺快，使用中，使用后评论效
1560,此用户没有填写评论!
1561,茶杯不错～物有所值
1562,用了，不错？老公喜欢
1563,感觉不错，先用了再说吧
1564,杯子不错，挺有质感
1565,杯子不错物有所值
1566,感觉不错  物美价廉
1567,非常不错！没有漏水。
1568,很棒的茶杯 非常喜欢
1569,非常好用，还会回购
1570,包装很高大上，而且也很好看。同事推荐买的，以往泡茶，刚倒进热水有不能直接喝，等水稍微凉一点，茶又很浓很苦，用了这个杯子，可以随意的控制茶的浓度，上午的时候让水和茶叶接触的时间短点，清淡的茶水补充下身体的水分，下午的时候人容易犯困，让水和茶叶接触的时间长点，喝口浓茶提神醒脑。真心的喜欢这杯子。已经跟老板说了，中秋公司发福利可以采购一批这个杯子，经济又实用，今年中秋不想再收月饼了哈哈哈。
1571,好评！
1572,刚开始用，感觉不错
1573,水杯收到，试用了几天才来评价，不错，好评。
1574,杯子设计挺好的，快递也很速度！
1575,没有上次买的好
1576,多种功能的杯子，非常满意
1577,试过了，挺好，不漏水，
1578,不错，蛮好的，没想到双十一这么快就到了，赞一个
1579,不漏水，有点意思
1580,非常喜欢质量好
1581,杯子不错质量好！
1582,真不错非常心怡
1583,杯子不错，挺实用的
1584,杯子不错，很方便
1585,倒水试了下还不错
1586,挺好的，爸爸很喜欢！
1587,杯子确实很不错
1588,送人的，据说很喜爱
1589,真的是非常好的杯子
1590,买来送爸爸的，很好！
1591,可以非常好
1592,不错挺好的，很好用。
1593,先习惯性好评，用用再说
1594,不错，用着挺方便
1595,此用户没有填写评论!
1596,塞口不紧漏水
1597,还不错，挺满意的
1598,此用户没有填写评论!
1599,还未用~看着还行
1600,感觉这么贵呢！
1601,宝贝很好，质量不错！
1602,杯子很上档次！
1603,俺爸说不漏水
1604,东西不错，下次再来
1605,东西不错，下次再来
1606,这次比上次好多了！不错
